"id"	"row"	"col"	"parcellation_structure"	"parcellation_substructure"	"consensus_lca_16"	"consensus_kmodes_16"	"consensus_weighted_16"	"consensus_lca_20"	"consensus_kmodes_20"	"consensus_weighted_20"	"consensus_lca_24"	"consensus_kmodes_24"	"consensus_weighted_24"	"consensus_lca_28"	"consensus_kmodes_28"	"consensus_weighted_28"
"1017092617101770349-1"	"1017092617101770349-1"	4797.07190049817	-4830.79947143334	"CL"	"CL"	16	3	15	11	6	19	8	3	21	13	6	8
"1017092617101770093-1"	"1017092617101770093-1"	4783.52091374829	-4691.60677127734	"CL"	"CL"	6	3	15	11	16	19	8	10	21	13	6	8
"1017092617102270373-1"	"1017092617102270373-1"	5389.13460082581	-5837.47347121361	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040072-1"	"1017092617102040072-1"	5915.72300526569	-5074.06925278875	"PVT"	"PVT"	16	7	1	11	16	16	8	3	9	13	20	8
"1017092617102040131"	"1017092617102040131"	6117.2155619001	-5102.14398100307	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617101800329-1"	"1017092617101800329-1"	6292.31059638354	-4694.49698810563	"CL"	"CL"	6	3	15	11	12	19	8	10	4	13	6	8
"1017092617102010069"	"1017092617102010069"	4712.60908758824	-5182.18334556268	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102030317"	"1017092617102030317"	5469.10280520338	-5295.91510927398	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102260443"	"1017092617102260443"	5149.29878875614	-5934.01894820038	"CM"	"CM"	16	7	1	15	7	16	16	24	2	1	20	2
"1017092617102270494"	"1017092617102270494"	5399.54570892286	-5936.777772096	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102260454"	"1017092617102260454"	5191.98682673249	-5940.28937961415	"CM"	"CM"	16	7	1	15	16	10	16	24	2	1	20	2
"1017092617102260543"	"1017092617102260543"	5350.9496729086	-6010.05299916951	"CM"	"CM"	5	1	1	19	7	15	9	11	15	1	15	16
"1017092617102270593"	"1017092617102270593"	5664.50916168015	-5991.49283721058	"CM"	"CM"	16	7	1	15	16	16	16	3	9	14	6	8
"1017092617102260367"	"1017092617102260367"	5152.66726055819	-5871.41396073107	"MD"	"MD"	16	7	1	15	16	10	16	24	9	14	6	8
"1017092617101800659"	"1017092617101800659"	6197.78452971754	-4991.5644551476	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102270531-1"	"1017092617102270531-1"	5517.90184922748	-5961.17711412737	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270542-1"	"1017092617102270542-1"	5512.14406811356	-5972.17086053937	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102260394"	"1017092617102260394"	5235.29213564055	-5882.640344646	"CM"	"CM"	16	7	1	15	6	10	16	24	2	14	20	2
"1017092617102270525"	"1017092617102270525"	5532.42571884286	-5951.9537037478	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270571-1"	"1017092617102270571-1"	5746.01710566869	-5957.7079346757	"CM"	"CM"	16	7	1	15	16	10	6	24	2	1	20	2
"1017092617102270468-1"	"1017092617102270468-1"	5663.51032551031	-5896.96428168407	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102280479-1"	"1017092617102280479-1"	5829.03812577395	-5877.91099336769	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102270560"	"1017092617102270560"	5714.07744039371	-5947.94698634635	"CM"	"CM"	16	7	1	15	6	10	16	24	9	14	20	8
"1017092617102270522-1"	"1017092617102270522-1"	5456.46408702896	-5954.34131890537	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270472-1"	"1017092617102270472-1"	5687.52799047195	-5899.18990474081	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270528-1"	"1017092617102270528-1"	5614.59101079071	-5939.25540603312	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270082-1"	"1017092617102270082-1"	5637.84804222145	-5590.40651095196	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030464-1"	"1017092617102030464-1"	5638.10529151515	-5408.49541573378	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102270259-1"	"1017092617102270259-1"	5568.90229839324	-5738.72328618962	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270202-1"	"1017092617102270202-1"	5428.03382494393	-5712.19800723191	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020133"	"1017092617102020133"	5113.10542890598	-5170.12660883817	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030460-1"	"1017092617102030460-1"	5479.71375598819	-5427.34606639999	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030312"	"1017092617102030312"	5558.54371681312	-5281.61151857288	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030308-1"	"1017092617102030308-1"	5711.16041361082	-5254.57582338638	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030306-1"	"1017092617102030306-1"	5551.2422996497	-5271.57508919979	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102260423"	"1017092617102260423"	5358.51786719023	-5874.90403117817	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040199"	"1017092617102040199"	5730.53019338069	-5160.33559836233	"PVT"	"PVT"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030309"	"1017092617102030309"	5413.76669104937	-5294.43604393169	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030241"	"1017092617102030241"	5308.20832118802	-5261.44624740223	"MD"	"MD"	16	1	1	15	6	10	3	23	2	14	6	8
"1017092617102030458-1"	"1017092617102030458-1"	5555.17888514678	-5412.42048094131	"IMD"	"IMD"	8	1	1	15	3	4	3	23	2	14	6	2
"1017092617102030457-1"	"1017092617102030457-1"	5530.23899123284	-5418.17586329039	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270492-1"	"1017092617102270492-1"	5514.24997237824	-5930.26751017227	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617101800810"	"1017092617101800810"	6015.74645670191	-5070.9702593426	"MD"	"MD"	16	7	1	11	16	16	16	24	9	13	6	8
"1017092617102270081-1"	"1017092617102270081-1"	5372.45800068347	-5632.1955605557	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040352-1"	"1017092617102040352-1"	5772.518236695	-5276.50065947856	"MD"	"MD"	16	7	1	15	6	10	3	23	2	14	18	2
"1017092617102040156"	"1017092617102040156"	5803.20178476701	-5116.15620000726	"PVT"	"PVT"	16	7	1	15	6	10	16	3	9	13	6	8
"1017092617102030251-1"	"1017092617102030251-1"	5544.14527841476	-5240.31063908206	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030300-1"	"1017092617102030300-1"	5489.30838517142	-5277.11325534804	"IMD"	"IMD"	16	7	8	15	6	10	16	3	9	14	6	8
"1017092617102030211"	"1017092617102030211"	5681.3843089857	-5180.49986308434	"PVT"	"PVT"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020142-1"	"1017092617102020142-1"	5109.54790646436	-5170.14140623428	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020190-1"	"1017092617102020190-1"	5126.71613634118	-5203.46453819491	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270131-1"	"1017092617102270131-1"	5581.84772083124	-5631.74731882968	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270253"	"1017092617102270253"	5584.3109164587	-5733.91485351825	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040353"	"1017092617102040353"	5771.47570233236	-5278.83604033349	"MD"	"MD"	16	1	1	15	6	10	3	23	2	4	18	2
"1017092617102030589-1"	"1017092617102030589-1"	5544.34090820549	-5539.46677239935	"IMD"	"IMD"	16	1	1	15	6	10	16	3	9	14	6	8
"1017092617102270359-1"	"1017092617102270359-1"	5620.82562557511	-5812.2015205516	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030406-1"	"1017092617102030406-1"	5512.88551467363	-5386.59761931126	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030391-1"	"1017092617102030391-1"	5488.32989051265	-5376.12860190362	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102260273"	"1017092617102260273"	5161.43620125577	-5793.55409269948	"MD"	"MD"	16	7	1	2	3	4	3	23	2	4	18	2
"1017092617102030307-1"	"1017092617102030307-1"	5713.82955652959	-5253.63841079601	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020246-1"	"1017092617102020246-1"	5223.28346297733	-5246.23774262121	"MD"	"MD"	16	1	1	15	3	4	3	23	2	14	6	2
"1017092617102030326-1"	"1017092617102030326-1"	5537.00223185954	-5301.24528332861	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102030439-1"	"1017092617102030439-1"	5487.39497379012	-5413.89205302631	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102270073-1"	"1017092617102270073-1"	5511.37788473049	-5597.59723758933	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020180"	"1017092617102020180"	5176.52537934971	-5192.35937580331	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020179-1"	"1017092617102020179-1"	5025.3163685828	-5192.43302321493	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020335-1"	"1017092617102020335-1"	5280.31074687215	-5308.89695568836	"MD"	"MD"	16	1	1	15	6	10	3	23	2	14	6	8
"1017092617102030136-1"	"1017092617102030136-1"	5581.97629616925	-5131.17840798807	"PVT"	"PVT"	16	7	8	15	6	10	16	3	9	14	6	8
"1017092617102270427-1"	"1017092617102270427-1"	5656.42383922447	-5863.94603162333	"CM"	"CM"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020199-1"	"1017092617102020199-1"	5178.00808802442	-5204.51375585894	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617101770538-1"	"1017092617101770538-1"	4622.79446857305	-5034.08002761367	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102010599-1"	"1017092617102010599-1"	4797.39365574691	-5625.23485260204	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617102040189"	"1017092617102040189"	6013.77801310886	-5143.00543224109	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102040407"	"1017092617102040407"	6133.80371177342	-5291.42515794475	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102280396-1"	"1017092617102280396-1"	5987.37149282832	-5803.12522045049	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	2
"1017092617102050081"	"1017092617102050081"	6320.02259204504	-5025.12291061065	"CL"	"CL"	6	13	3	12	12	3	20	21	4	12	20	2
"1017092617102270144-1"	"1017092617102270144-1"	5666.85889106465	-5629.73533502189	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040402"	"1017092617102040402"	5809.32349813789	-5320.17626284002	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617102030495-1"	"1017092617102030495-1"	5364.85387017156	-5473.85623842735	"MD"	"MD"	16	1	1	15	6	10	3	23	2	1	20	2
"1017092617102010181-1"	"1017092617102010181-1"	4800.98212619189	-5262.59860455008	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102270331"	"1017092617102270331"	5739.82349557303	-5771.86168597605	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030513-1"	"1017092617102030513-1"	5684.76614831426	-5452.03802093655	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101800690"	"1017092617101800690"	6172.11720884475	-5011.94317219902	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102260224-1"	"1017092617102260224-1"	5040.51050494655	-5762.47072317084	"MD"	"MD"	8	1	1	2	3	4	6	24	2	4	20	2
"1017092617102030415"	"1017092617102030415"	5707.32330161715	-5371.56357142088	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040207"	"1017092617102040207"	6015.51083796979	-5152.85116483741	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617101800413-1"	"1017092617101800413-1"	6283.54379956189	-4767.52993296119	"CL"	"CL"	6	3	3	12	12	3	8	10	4	13	2	4
"1017092617102260238-1"	"1017092617102260238-1"	5147.99744378145	-5766.10657126102	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617102270142-1"	"1017092617102270142-1"	5713.68519780802	-5619.56637768229	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101810353-1"	"1017092617101810353-1"	6292.43233456383	-4806.15715767547	"CL"	"CL"	6	3	15	12	12	3	8	10	4	17	2	4
"1017092617102040329-1"	"1017092617102040329-1"	5945.5338378704	-5230.48072673751	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617101770067-1"	"1017092617101770067-1"	4753.71776145361	-4682.00536439996	"CL"	"CL"	6	3	15	12	12	3	8	10	4	13	2	4
"1017092617102030505-1"	"1017092617102030505-1"	5742.03252238971	-5433.07972866606	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102270398-1"	"1017092617102270398-1"	5741.67959228508	-5828.99867537273	"MD"	"MD"	8	1	1	2	3	4	6	24	2	4	20	2
"1017092617102040204"	"1017092617102040204"	6006.72975724317	-5151.09072950122	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617101810261-1"	"1017092617101810261-1"	6299.58264440985	-4713.56839379917	"CL"	"CL"	6	3	15	12	12	3	8	10	4	12	2	4
"1017092617102270055"	"1017092617102270055"	5788.91832337983	-5545.40602015605	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617102040240"	"1017092617102040240"	5969.07373320266	-5170.38441606913	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102020212"	"1017092617102020212"	5091.411928287	-5217.12566138507	"MD"	"MD"	16	7	1	15	6	10	16	3	9	4	18	2
"1017092617102020211-1"	"1017092617102020211-1"	5031.76104832466	-5216.07467390905	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040350"	"1017092617102040350"	6188.62420566516	-5229.75192474034	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040447"	"1017092617102040447"	5905.17099572405	-5345.83884550227	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020274-1"	"1017092617102020274-1"	4856.10766275479	-5289.09921216513	"MD"	"MD"	8	1	1	2	3	4	3	24	2	1	20	2
"1017092617102030352-1"	"1017092617102030352-1"	5330.63412518441	-5355.54637093612	"MD"	"MD"	16	1	1	15	6	10	3	23	2	4	18	2
"1017092617102040354"	"1017092617102040354"	5898.06365281745	-5265.85902822574	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	2
"1017092617102020177-1"	"1017092617102020177-1"	4868.09195050525	-5206.50086309288	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102020630"	"1017092617102020630"	5216.33527678905	-5549.1500496991	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	18
"1017092617102020311-1"	"1017092617102020311-1"	5089.40295788156	-5309.35426999093	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101780906"	"1017092617101780906"	4779.86800331421	-5114.81321531166	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102040232"	"1017092617102040232"	5849.06759969359	-5169.69772736102	"MD"	"MD"	16	1	1	15	6	10	16	23	2	4	20	2
"1017092617101810390-1"	"1017092617101810390-1"	6279.34553537268	-4854.98846117238	"CL"	"CL"	6	3	15	11	16	19	8	10	21	13	20	4
"1017092617102280235-1"	"1017092617102280235-1"	5908.87449059808	-5673.71792188735	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617102040349"	"1017092617102040349"	6130.13125731227	-5235.24608855958	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617101810106-1"	"1017092617101810106-1"	6261.66851910145	-4595.09602703414	"CL"	"CL"	6	3	3	12	12	3	8	10	4	12	2	4
"1017092617102030353-1"	"1017092617102030353-1"	5393.24196443344	-5348.60303086675	"MD"	"MD"	8	1	1	15	6	10	16	3	9	4	20	2
"1017092617102020563-1"	"1017092617102020563-1"	5197.40428655173	-5485.73434445337	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	18
"1017092617101770438-1"	"1017092617101770438-1"	4595.49180328818	-4954.27135534591	"CL"	"CL"	6	3	15	11	12	3	20	10	4	12	2	4
"1017092617101770639"	"1017092617101770639"	4730.76727532504	-5084.56996288873	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617101810123-1"	"1017092617101810123-1"	6285.32338625354	-4608.26698283211	"CL"	"CL"	6	3	15	12	12	3	8	10	4	12	2	4
"1017092617102040560"	"1017092617102040560"	5850.45554773052	-5449.65269030078	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102260251"	"1017092617102260251"	5255.22204917834	-5774.16154721165	"MD"	"MD"	8	1	1	2	3	4	3	24	2	1	20	2
"1017092617102020229-1"	"1017092617102020229-1"	5051.43940594567	-5232.04472344033	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101770372"	"1017092617101770372"	4716.09854031156	-4866.56617994018	"CL"	"CL"	6	3	15	11	16	19	8	10	21	13	20	4
"1017092617102260236-1"	"1017092617102260236-1"	5310.1988276295	-5768.84844415097	"MD"	"MD"	16	7	1	15	16	10	16	3	9	14	20	2
"1017092617101810490-1"	"1017092617101810490-1"	6274.60284913276	-4920.6095939251	"CL"	"CL"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102030584"	"1017092617102030584"	5378.43773209663	-5559.79075995282	"MD"	"MD"	16	1	1	15	6	10	16	3	9	14	6	8
"1017092617101770635"	"1017092617101770635"	4737.30695611091	-5083.6714359948	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	2
"1017092617102020542-1"	"1017092617102020542-1"	5263.20763229426	-5461.66360551176	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040259-1"	"1017092617102040259-1"	5767.76056237049	-5196.41647414532	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102040455"	"1017092617102040455"	5868.99928726655	-5357.59177965124	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617201770330"	"1017092617201770330"	4807.03935380355	-4872.19863764049	"CL"	"CL"	16	7	1	11	16	16	8	3	21	13	2	8
"1017092617101810483-1"	"1017092617101810483-1"	6297.40606963499	-4899.09067245234	"CL"	"CL"	6	3	15	11	12	19	8	10	21	13	2	4
"1017092617102040387"	"1017092617102040387"	5932.4249349599	-5288.04624173119	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020196-1"	"1017092617102020196-1"	5067.15772816134	-5203.20007420148	"MD"	"MD"	16	7	1	15	6	10	16	3	9	14	18	2
"1017092617101800388-1"	"1017092617101800388-1"	6263.02136247602	-4773.15731922705	"CL"	"CL"	6	3	3	12	12	3	8	10	4	13	2	4
"1017092617102270116-1"	"1017092617102270116-1"	5660.65654803133	-5606.09907497778	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102260082-1"	"1017092617102260082-1"	5326.48425895311	-5611.24578795745	"MD"	"MD"	16	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020557-1"	"1017092617102020557-1"	4992.36154427744	-5516.45216025529	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	2
"1017092617102020617-1"	"1017092617102020617-1"	5274.82499644151	-5519.21908231535	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102270364-1"	"1017092617102270364-1"	5777.11979724846	-5796.20010325274	"MD"	"MD"	8	1	1	2	3	4	6	23	2	4	20	2
"1017092617102510161"	"1017092617102510161"	5807.1047985845	-6093.44321945876	"TH-unassigned"	"TH-unassigned"	5	1	13	19	7	15	9	11	15	21	15	16
"1017092617102040360-1"	"1017092617102040360-1"	5800.88006634263	-5278.66396831525	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040357"	"1017092617102040357"	5949.71696027612	-5262.15426538821	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040504"	"1017092617102040504"	5892.99232160692	-5392.83669505781	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020514-1"	"1017092617102020514-1"	5213.3465501426	-5435.49746108724	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102270262-1"	"1017092617102270262-1"	5607.80931730393	-5737.00654532497	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617102020262-1"	"1017092617102020262-1"	4936.19076440641	-5272.94223254778	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030413-1"	"1017092617102030413-1"	5610.5787229771	-5377.19466879624	"IMD"	"IMD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020467"	"1017092617102020467"	5094.89173760351	-5432.00428352849	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	18
"1017092617102030357"	"1017092617102030357"	5616.56852072314	-5326.8217915583	"IMD"	"IMD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102020412"	"1017092617102020412"	4973.60319170109	-5406.80475814021	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102260363"	"1017092617102260363"	5240.79693743174	-5855.72054465189	"MD"	"MD"	16	7	1	15	16	10	16	24	2	1	20	2
"1017092617102260123"	"1017092617102260123"	4920.75688482555	-5700.47173578654	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	20	2
"1017092617101770158"	"1017092617101770158"	4806.23013798763	-4729.48218903943	"LH"	"LH"	6	3	3	11	16	19	8	10	21	13	2	4
"1017092617101770109-1"	"1017092617101770109-1"	4480.2090123396	-4754.76244263459	"LP"	"LP"	6	13	3	12	12	3	20	10	4	12	21	4
"1017092617102040362"	"1017092617102040362"	6013.17212611955	-5255.99865248714	"MD"	"MD"	8	1	1	2	3	4	6	24	2	1	20	2
"1017092617102040374"	"1017092617102040374"	5894.49058205188	-5275.48963289373	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030451-1"	"1017092617102030451-1"	5559.03792577456	-5404.97300139938	"IMD"	"IMD"	16	1	1	15	6	10	3	23	2	14	20	2
"1017092617102020325-1"	"1017092617102020325-1"	5111.6876069668	-5323.51453216231	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040510"	"1017092617102040510"	5842.43078957037	-5409.81562699006	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102030444-1"	"1017092617102030444-1"	5439.17798982267	-5420.44592626997	"IMD"	"IMD"	16	7	1	15	6	10	16	3	9	14	6	8
"1017092617101530645"	"1017092617101530645"	4342.38857227435	-4541.65308680229	"LP"	"LP"	6	13	3	12	12	3	20	21	4	12	21	4
"1017092617102020347-1"	"1017092617102020347-1"	5235.63082833478	-5335.53095358589	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040536"	"1017092617102040536"	6051.2689314674	-5393.96346169692	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040085"	"1017092617102040085"	6141.76650977244	-5068.20472729721	"MD"	"MD"	16	7	1	11	16	16	6	24	2	1	20	8
"1017092617102020316-1"	"1017092617102020316-1"	4893.17658512125	-5326.07898478415	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102040411"	"1017092617102040411"	5852.99963556715	-5323.35924420449	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617101770184"	"1017092617101770184"	4898.53878064602	-4739.93329150673	"LH"	"LH"	12	14	10	7	5	13	4	14	12	16	9	13
"1017092617102480223-1"	"1017092617102480223-1"	4223.36745502524	-6406.72889023472	"VM"	"VM"	1	5	4	8	14	6	5	20	8	15	22	9
"1017092617102480217-1"	"1017092617102480217-1"	4168.40558696406	-6425.30828751129	"VM"	"VM"	14	10	4	8	14	6	21	20	18	15	17	9
"1017092617102480405"	"1017092617102480405"	4365.59399765805	-6568.81905292441	"ZI"	"ZI-unassigned"	14	11	4	6	1	9	21	20	18	15	22	15
"1017092617102500073-1"	"1017092617102500073-1"	5014.38718547424	-6131.47521376334	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102490235-1"	"1017092617102490235-1"	4463.79547465526	-6403.73593417155	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102530299"	"1017092617102530299"	6420.66852481013	-6200.16788748626	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102520509"	"1017092617102520509"	6437.62540166478	-6450.94311811008	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102520339"	"1017092617102520339"	6142.4775048593	-6220.37794216096	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102520342"	"1017092617102520342"	6158.75761939887	-6217.42226052567	"VM"	"VM"	1	5	4	8	14	6	5	20	8	15	17	9
"1017092617102240507"	"1017092617102240507"	3944.90321323039	-6316.30139099323	"TH-unassigned"	"TH-unassigned"	1	5	4	8	14	6	21	20	8	15	17	9
"1017092617102490373-1"	"1017092617102490373-1"	4461.5223539021	-6568.67646938962	"VM"	"VM"	1	5	4	8	14	6	5	20	8	15	22	15
"1017092617102520655"	"1017092617102520655"	6334.22870277864	-6613.6167653987	"VM"	"VM"	14	10	6	6	1	9	21	20	18	15	22	9
"1017092617102490184-1"	"1017092617102490184-1"	4778.62406023003	-6263.82210344316	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617102250507"	"1017092617102250507"	4784.7909136556	-6036.5869330367	"VM"	"VM"	1	5	4	8	14	6	5	20	8	15	17	9
"1017092617102480068-1"	"1017092617102480068-1"	4000.76776669041	-6378.96144951815	"TH-unassigned"	"TH-unassigned"	1	11	4	8	14	6	21	20	8	15	17	9
"1017092617102520345"	"1017092617102520345"	6347.29912789523	-6197.59974293023	"VM"	"VM"	1	5	4	8	14	6	5	20	8	15	17	9
